name,location,location_updated,review_title,review_content,date,date_updated,helpful_vote,vote_count,products_used,consumer_tips,overall_rating,service_rating,value_rating,shipping_rating,returns_rating,quality_rating
Nick B.,Illinois 1 review 0 helpful votes,Illinois,Nike is a letdown!,"Nike used to be a first come first serve company when it came to their new shoes. Lately, they've implemented a raffle for their hottest releases which is bs. Every other shoe distributor has a raffle. Nike was a trailblazer when it came to the first come first serve but they caved in and now follow everyone else. I think if someone takes time out of their day to wait for the exact minute the shoe to drop, they should be rewarded for their punctuality. #StartTheLine",November 29 2022,29/11/2022,Helpful (0),0,Don�t let Nike treat you any which way. They only exist because we spend money on their products.,Everything I bought.,1,1,1,1,1,1
Courtney F.,Nebraska 1 review 14 helpful votes,Nebraska,Very disappointed,"I've purchased a pair of Nike leggings from the Nike outlet in Des Moines IA. This is the second pair I've purchased, the Nike symbol comes off- very cheap looking. I thought the first pair may have just been a fluke, but I bought a pair just yesterday (still have the receipt). Wore them today and it's already doing the same thing! Soooo frustrating.",July 9 2019,9/72019,Helpful (14),14,,,1,1,1,1,1,1
janna g.,India 8 reviews 2 helpful votes,India,Great quality,"The quality of the clothes is really good, but there is also a very good price tag for them. There are some trousers that are like �75/� 80 on their own, which is a little more. You can understand that trainers are in that category, but not really the bottoms of trousers / tracksuit.",September 25 2020,25/9/2020,Helpful (2),2,,,5,3,4,3,3,4
fitzroy s.,Georgia 2 reviews 1 helpful vote,Georgia,Nike track shoes,Nike track shoes do not run true to size may be off as much as 1.5 size always purchase larger size. I have several track athletes who basketball shoe size is more than a 1.5 size different from track shoes.,February 20 2015,20/2/2015,Helpful (1),1,,,2,2,3,3,3,2
Lynx S.,Philippines 14 reviews 23 helpful votes,Philippines,Somewhat a good experience,"My friend and i bought Nike Air Max's 90 and 200 with 40% discount but i did not expected it to be shipped from
Singapore so the shipping and handling costed way too much like 500pesos (almost $10) and it arrived about almost a month. The package seems in good condition and pretty authentic from the box. My subpar experience is that it shipped from another country so the delivery really really takes time to get to my country.",October 25 2020,25/10/2020,Helpful (23),23,,,4,4,2,3,3,5
Kay K.,California  reviews 2 helpful votes,California,I love Nike,I love Nike and have bought many different products. Nike has amazing work out clothes and the quality is fantastic. I also love their shoes. Everything I have gotten from Nike has exceeded expectations. I will shop here again in the future!,December 28 2019,28/12/2019,Helpful (2),2,,,5,3,3,3,3,5
Keyon P.,Pennsylvania 1 review 0 helpful votes,,Neveer received my order,"Order 2 pair of shoes that were supposed to be delivered yesterday. I called Nike and they told me. I wasn't gonna get a refund. For shoes that I paid for. When they were delivered, I was not even home I was at work.",September 3 2023,3/9/2023,Helpful (0),0,,,1,0,1,0,0,1
Kendra M.,Pennsylvania 1 review 0 helpful votes,Pennsylvania,Shipping,,August 25 2022,25/8/2022,Helpful (0),0,,,1,1,1,1,1,1
Lilly G.,Maryland 48 reviews 191 helpful votes,Maryland ,Prices that feel abusive,"I live the styling at Nike, and the quality is good but the prices the last 19 years have felt abusive. I find the sneakers are not as comfortable. Almost always hot, too narrow, and so so heavy. Ples bring back the feel of your shoes in the 90's. The majority of their sneakers I can no longer wear all day as they weigh so much. I don't want to carry around 20 pounds of decorative rubber on a trip or on my feet during a run. So some variety in the line and maybe some retro tennis sneakers with a 70's or 80's look would be welcome.  If you go on Ebay & Etsy their vintage sneakers sell for more than their new ones and they are always snapped up quickly, so I can't be the only person wishing for a nice 208 pair of Nicke Airs with a thin flat sole some width in the middle and made of a airy light nylon. A pair of those of those come up on Ebay and it's a battle. So which they would re release some of the old lighter style that sit in a suitcase and were so light to pack and wear.",September 17 2022,17/9/2022,Helpful (0),0,,,3,4,3,1,5,5
Andy O.,Illinois 5 reviews 2 helpful votes,Illinois,Woke trash,I will never buy anything Nike as long as I live! Thanks to Dylan Mulvaney! Why would you have a mentally ill man modeling women's clothes? Go woke go broke!,February 20 2024,20/2/2024,Helpful (1),1,None because they went in the trash!!,Shame on Nike!,1,1,1,1,1,1
A E.,Texas 1 review 0 helpful votes,Texas,SCAM!,"NIKE.com is a SCAM! They have no way to pre-order shoes and if you're on the link directly when they drop, somehow they're still sold out. Just as NIKE had trouble in the past for allowing a single person to purchase multiple pairs and resell for over double the amount. NIKE IS A SCAM. I will be reporting this.",April 13 2023,13/4/2023,Helpful (0),0,,,1,1,1,1,1,1
Kristina K.,Michigan 1 review 0 helpful votes,Michigan,Sometimes they're good sometimes bad,"I have bought several things from nike because when you want to buy legit name brands why not deal directly with the source right? Well the last pair of shoes I bought from them were clearly used. The white soles were covered in dirt, light dirt but still and they had some type of sticky substance all over them like jelly. I contacted them and they told me to get a refund I have to send the shoes back to them and i have to pay for shipping them back to them. Really? Then I bought a jordan hoodie, sweatpants and hat and it took over 2 months to receive the hat and was ignored and hung up on by customer service but until recently I always had good experiences with them which is why i give 3 stars.",September 18 2020,18/9/2020,Helpful (0),0,,,3,1,1,1,1,1
Brandon S.,Virginia 30 reviews 55 helpful votes,Virginia ,Be careful on Nike.com.,They only accept good reviews on nike.com they don't accept bad reviews if their shoes are uncomfortable or if their shoes are not true to size. They only accept good reviews on their website. Otherwise customer service is okay and returns are easy just don't like the fact they don't accept all reviews.,June 2 2021,2/6/2021,Helpful (0),0,I'd still use it but I just don't like the fact they only use good reviews.,I'd still use it.,3,5,5,5,5,5
Rod C.,Mexico 1 review 0 helpful votes,Mexico,Af1s are not what I expected,"I bought some black AF1s for a uniform and the truth is that I expected a lot from them because of the price and because they are one of the best selling and best rated models, but I think they are too expensive for what they really are. The quality is not the best of all, they are not that comfortable and they are heavy.",June 15 2022,15/6/2022,Helpful (0),0,Sneackers,,3,5,3,5,5,1
Jane C.,California 1 review 0 helpful votes,California,Customer service sucks,"1 star is because I am able to connect to a customer rep. Zero star for the customer service. I have to call 3 times to place an exchange. When I ask for price match since I got a discount earlier.The first rep told me she made the price adjustment after minutes and gave me the original price. …the second rep told me the things were low in stock on website but actually out of stock in his end, and he couldn't place the exchange order for me. Only the third rep was able to help me out. I don't know what to say. Can Nike hire someone more professional?",November 17 2022,17/11/2022,Helpful (0),0,,,1,1,1,2,1,4
Mark W.,Colorado 3 reviews 3 helpful votes,Colorado,They are more concerned with pleasing a traitor than American consumers,,July 2 2019,2/7/2019,Helpful (3),3,,,1,1,1,1,1,1
Tina P.,Florida 1 review 0 helpful votes,Florida,Picture of item online is not what you get.,,August 3 2022,3/8/2022,Helpful (0),0,,,1,1,1,1,1,1
Tanya H.,Idaho 1 review 19 helpful votes,Idaho,Unpatriotic Nike,"Until Nike stops promoting unpatriotic NFL players who can't even stand during the National Anthem I will not support them. I wonder what the founder of Nike would think of his current company and if he would let such disgrespectful punks endorse his company and their products. The pulling of the Betsy Ross Flag shoe was disrespectful to all patriots and allowing an ignorant boy who needs to learn his history control the companys political agenda is asinine. God Bless America. May God be with Nike in their future decision because true Americans won't, we'll stand instead!",July 5 2019,5/7/2019,Helpful (19),19,,,1,1,1,1,1,1
Si T.,Viet Nam 16 reviews 11 helpful votes,Viet Nam ,Most comfortable running shoes,"It seems that I already tried all the running shoes across all the brands available in the market. Of course this is a bit of hyperbole. But I have tried many. But back in the day, I took the liberty of trying ot the nike's running shoes, I think they were called nike air zoom pegasus shoes or something like that, and they were unbelievably comfortable. The way the arch support is designed helps you majorly to keep running without hurting your feet. I have got 3 pairs of different running shoes of them, and they are totally durable, I like them a lot!",July 6 2023,6/7/2023,Helpful (0),0,,,5,0,0,0,0,0
